MeasureItem	Month	Year	Category	Country	MeasureItemID	CreationDate	Representativity	ProvidedValue	ProvidedValueCode
Monthly Domestic Values	11	2019	Wind Offshore	DE	B18	2024-05-29 11:56:05	100	2221.2021050	
Monthly Domestic Values	7	2019	Fossil Gas	AT	B04	2024-05-29 11:56:05	100	491.5083000	
Monthly Domestic Values	4	2019	Hydro Pumped Storage	RS	B10	2024-05-29 11:56:05	100	0.2260000	
Monthly Domestic Values	6	2019	Fossil Gas	RS	B04	2024-05-29 11:56:05	100	1.4400000	
Monthly Domestic Values	7	2019	Hydro Run-of-river and poundage	NO	B11	2024-05-29 11:56:05	100	728.6987000	
Monthly Domestic Values	11	2019	Fossil Hard coal	BA	B05	2024-05-29 11:56:05	100	655.4258200	
Monthly Domestic Values	3	2019	Fossil Hard coal	DE	B05	2024-05-29 11:56:05	100	3116.6533575	
Monthly Domestic Values	6	2019	Biomass	AT	B01	2024-05-29 11:56:05	100	171.8300000	
Monthly Domestic Values	12	2019	Biomass	LT	B01	2024-05-29 11:56:05	100	40.9829100	
Monthly Domestic Values	12	2019	Biomass	AT	B01	2024-05-29 11:56:05	100	150.1720000	
Monthly Domestic Values	3	2019	Biomass	NL	B01	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	11	2019	Fossil Hard coal	SK	B05	2024-05-29 11:56:05	100	44.8256000	
Monthly Domestic Values	3	2019	Fossil Gas	CZ	B04	2024-05-29 11:56:05	100	291.4037600	
Monthly Domestic Values	8	2019	Fossil Gas	IE	B04	2024-05-29 11:56:05	100	726.3185650	
Monthly Domestic Values	3	2019	Other	IT	B20	2024-05-29 11:56:05	100	2420.0230000	
Monthly Domestic Values	3	2019	Other	FI	B20	2024-05-29 11:56:05	100	70.3967700	
Monthly Domestic Values	3	2019	Hydro Run-of-river and poundage	AT	B11	2024-05-29 11:56:05	100	2744.2866000	
Monthly Domestic Values	12	2019	Hydro Run-of-river and poundage	IT	B11	2024-05-29 11:56:05	100	3249.5730000	
Monthly Domestic Values	4	2019	Waste	FI	B17	2024-05-29 11:56:05	100	18.8758500	
Monthly Domestic Values	10	2019	Waste	FI	B17	2024-05-29 11:56:05	100	21.9244400	
Monthly Domestic Values	8	2019	Fossil Brown coal/Lignite	CZ	B02	2024-05-29 11:56:05	100	2392.1050800	
Monthly Domestic Values	2	2019	Fossil Oil	GR	B06	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	4	2019	Wind Offshore	BE	B18	2024-05-29 11:56:05	100	289.2116700	
Monthly Domestic Values	10	2019	Wind Offshore	BE	B18	2024-05-29 11:56:05	100	515.0536000	
Monthly Domestic Values	8	2019	Fossil Brown coal/Lignite	RS	B02	2024-05-29 11:56:05	100	1880.1040000	
Monthly Domestic Values	7	2019	Geothermal	IT	B09	2024-05-29 11:56:05	100	479.5430000	
Monthly Domestic Values	1	2019	Fossil Oil	SI	B06	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	10	2019	Hydro Pumped Storage	LT	B10	2024-05-29 11:56:05	100	59.0681300	
Monthly Domestic Values	5	2019	Hydro Pumped Storage	BE	B10	2024-05-29 11:56:05	100	62.8056100	
Monthly Domestic Values	3	2019	Fossil Gas	HU	B04	2024-05-29 11:56:05	100	471.7465750	
Monthly Domestic Values	8	2019	Hydro Water Reservoir	BG	B12	2024-05-29 11:56:05	100	159.5890000	
Monthly Domestic Values	7	2019	Fossil Gas	RO	B04	2024-05-29 11:56:05	100	632.7957200	
Monthly Domestic Values	5	2019	Solar	CH	B16	2024-05-29 11:56:05	100	51.3600900	
Monthly Domestic Values	1	2019	Hydro Run-of-river and poundage	CH	B11	2024-05-29 11:56:05	100	98.2793200	
Monthly Domestic Values	4	2019	Wind Onshore	FI	B19	2024-05-29 11:56:05	100	460.1624200	
Monthly Domestic Values	8	2019	Wind Onshore	BE	B19	2024-05-29 11:56:05	100	209.1951700	
Monthly Domestic Values	8	2019	Biomass	RS	B01	2024-05-29 11:56:05	100	9.6760000	
Monthly Domestic Values	3	2019	Fossil Oil	GB	B06	2024-05-29 11:56:05	100	0.4774150	
Monthly Domestic Values	6	2019	Fossil Oil	GB	B06	2024-05-29 11:56:05	100	0.1250500	
Monthly Domestic Values	12	2019	Other	DE	B20	2024-05-29 11:56:05	100	333.5420900	
Monthly Domestic Values	3	2019	Hydro Run-of-river and poundage	HU	B11	2024-05-29 11:56:05	100	7.3587000	
Monthly Domestic Values	1	2019	Hydro Run-of-river and poundage	IE	B11	2024-05-29 11:56:05	100	61.9960800	
Monthly Domestic Values	6	2019	Wind Onshore	HU	B19	2024-05-29 11:56:05	100	28.6816775	
Monthly Domestic Values	2	2019	Biomass	CZ	B01	2024-05-29 11:56:05	100	156.0917700	
Monthly Domestic Values	9	2019	Biomass	SK	B01	2024-05-29 11:56:05	100	31.9332000	
Monthly Domestic Values	2	2019	Geothermal	AT	B09	2024-05-29 11:56:05	100	0.0470400	
Monthly Domestic Values	4	2019	Fossil Hard coal	RO	B05	2024-05-29 11:56:05	100	84.5520000	
Monthly Domestic Values	10	2019	Biomass	HU	B01	2024-05-29 11:56:05	100	92.0929400	
Monthly Domestic Values	5	2019	Fossil Brown coal/Lignite	BG	B02	2024-05-29 11:56:05	100	1386.2190000	
Monthly Domestic Values	3	2019	Wind Onshore	IE	B19	2024-05-29 11:56:05	100	935.6787650	
Monthly Domestic Values	3	2019	Wind Onshore	AT	B19	2024-05-29 11:56:05	100	777.7320000	
Monthly Domestic Values	10	2019	Marine	ES	B13	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	10	2019	Waste	BG	B17	2024-05-29 11:56:05	100	2.8280000	
Monthly Domestic Values	8	2019	Hydro Pumped Storage	BE	B10	2024-05-29 11:56:05	100	50.7672700	
Monthly Domestic Values	11	2019	Nuclear	ES	B14	2024-05-29 11:56:05	100	3461.5810000	
Monthly Domestic Values	3	2019	Other	PT	B20	2024-05-29 11:56:05	100	65.2859000	
Monthly Domestic Values	9	2019	Hydro Run-of-river and poundage	PL	B11	2024-05-29 11:56:05	100	69.1048400	
Monthly Domestic Values	3	2019	Biomass	AT	B01	2024-05-29 11:56:05	100	229.4590000	
Monthly Domestic Values	11	2019	Fossil Hard coal	FR	B05	2024-05-29 11:56:05	100	470.5590000	
Monthly Domestic Values	1	2019	Waste	FI	B17	2024-05-29 11:56:05	100	42.7176900	
Monthly Domestic Values	2	2019	Hydro Pumped Storage	FR	B10	2024-05-29 11:56:05	100	370.3040000	
Monthly Domestic Values	5	2019	Fossil Oil	GR	B06	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	3	2019	Fossil Oil	HU	B06	2024-05-29 11:56:05	100	0.0873000	
Monthly Domestic Values	11	2019	Fossil Oil shale	EE	B07	2024-05-29 11:56:05	100	312.6891000	
Monthly Domestic Values	6	2019	Other	FI	B20	2024-05-29 11:56:05	100	30.6410000	
Monthly Domestic Values	12	2019	Other	BE	B20	2024-05-29 11:56:05	100	552.9577100	
Monthly Domestic Values	11	2019	Hydro Run-of-river and poundage	ES	B11	2024-05-29 11:56:05	100	953.2150000	
Monthly Domestic Values	7	2019	Hydro Run-of-river and poundage	HR	B11	2024-05-29 11:56:05	100	121.1837800	
Monthly Domestic Values	1	2019	Hydro Run-of-river and poundage	SK	B11	2024-05-29 11:56:05	100	342.2980600	
Monthly Domestic Values	8	2019	Hydro Water Reservoir	ME	B12	2024-05-29 11:56:05	100	86.6192500	
Monthly Domestic Values	3	2019	Hydro Water Reservoir	SK	B12	2024-05-29 11:56:05	100	28.8516200	
Monthly Domestic Values	5	2019	Other	LT	B20	2024-05-29 11:56:05	100	10.1165900	
Monthly Domestic Values	5	2019	Hydro Water Reservoir	CZ	B12	2024-05-29 11:56:05	100	77.4692900	
Monthly Domestic Values	6	2019	Hydro Water Reservoir	MK	B12	2024-05-29 11:56:05	100	49.3248500	
Monthly Domestic Values	9	2019	Hydro Run-of-river and poundage	IT	B11	2024-05-29 11:56:05	100	2509.0200000	
Monthly Domestic Values	7	2019	Fossil Hard coal	RO	B05	2024-05-29 11:56:05	100	45.7360000	
Monthly Domestic Values	9	2019	Fossil Brown coal/Lignite	RO	B02	2024-05-29 11:56:05	100	1045.6581600	
Monthly Domestic Values	1	2019	Fossil Oil	AT	B06	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	10	2019	Fossil Brown coal/Lignite	SK	B02	2024-05-29 11:56:05	100	109.0401000	
Monthly Domestic Values	2	2019	Hydro Pumped Storage	SI	B10	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	2	2019	Nuclear	HU	B14	2024-05-29 11:56:05	100	1009.3284600	
Monthly Domestic Values	4	2019	Wind Onshore	RO	B19	2024-05-29 11:56:05	100	628.7471300	
Monthly Domestic Values	3	2019	Other renewable	DE	B15	2024-05-29 11:56:05	100	117.8103625	
Monthly Domestic Values	5	2019	Wind Onshore	PT	B19	2024-05-29 11:56:05	100	1149.6935000	
Monthly Domestic Values	10	2019	Hydro Run-of-river and poundage	DE	B11	2024-05-29 11:56:05	100	1120.5537600	
Monthly Domestic Values	10	2019	Fossil Coal-derived gas	IT	B03	2024-05-29 11:56:05	100	458.7600000	
Monthly Domestic Values	10	2019	Other renewable	ES	B15	2024-05-29 11:56:05	100	70.3000000	
Monthly Domestic Values	2	2019	Other renewable	AT	B15	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	3	2019	Hydro Pumped Storage	PT	B10	2024-05-29 11:56:05	100	217.5383000	
Monthly Domestic Values	5	2019	Fossil Peat	FI	B08	2024-05-29 11:56:05	100	222.0424900	
Monthly Domestic Values	11	2019	Fossil Gas	NO	B04	2024-05-29 11:56:05	100	250.0369600	
Monthly Domestic Values	2	2019	Nuclear	ES	B14	2024-05-29 11:56:05	100	4755.3340000	
Monthly Domestic Values	11	2019	Other	IT	B20	2024-05-29 11:56:05	100	1774.7960000	
Monthly Domestic Values	10	2019	Solar	BG	B16	2024-05-29 11:56:05	100	110.1400000	
Monthly Domestic Values	1	2019	Biomass	SK	B01	2024-05-29 11:56:05	100	66.2599000	
Monthly Domestic Values	1	2019	Waste	FR	B17	2024-05-29 11:56:05	100	191.4310000	
Monthly Domestic Values	5	2019	Biomass	LV	B01	2024-05-29 11:56:05	100	43.4780000	
Monthly Domestic Values	8	2019	Nuclear	SE	B14	2024-05-29 11:56:05	100	4925.1210000	
Monthly Domestic Values	1	2019	Nuclear	CH	B14	2024-05-29 11:56:05	100	2415.9662000	
Monthly Domestic Values	1	2019	Fossil Oil	ES	B06	2024-05-29 11:56:05	100	205.4500000	
Monthly Domestic Values	4	2019	Fossil Gas	LV	B04	2024-05-29 11:56:05	100	86.5430000	
Monthly Domestic Values	11	2019	Fossil Coal-derived gas	PL	B03	2024-05-29 11:56:05	100	45.0602100	
Monthly Domestic Values	11	2019	Wind Onshore	NO	B19	2024-05-29 11:56:05	100	503.5757100	
Monthly Domestic Values	1	2019	Biomass	FR	B01	2024-05-29 11:56:05	100	260.1460000	
Monthly Domestic Values	4	2019	Biomass	FI	B01	2024-05-29 11:56:05	100	507.4106200	
Monthly Domestic Values	5	2019	Biomass	ES	B01	2024-05-29 11:56:05	100	226.6330000	
Monthly Domestic Values	1	2019	Fossil Hard coal	PT	B05	2024-05-29 11:56:05	100	1019.5245000	
Monthly Domestic Values	2	2019	Fossil Hard coal	IE	B05	2024-05-29 11:56:05	100	91.7714850	
Monthly Domestic Values	11	2019	Fossil Hard coal	NL	B05	2024-05-29 11:56:05	100	2134.2437250	
Monthly Domestic Values	6	2019	Other renewable	HR	B15	2024-05-29 11:56:05	100	29.9660000	
Monthly Domestic Values	3	2019	Wind Onshore	LV	B19	2024-05-29 11:56:05	100	16.4270000	
Monthly Domestic Values	1	2019	Other renewable	SK	B15	2024-05-29 11:56:05	100	47.1937000	
Monthly Domestic Values	3	2019	Solar	SK	B16	2024-05-29 11:56:05	100	49.7456000	
Monthly Domestic Values	9	2019	Other	EE	B20	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	6	2019	Hydro Run-of-river and poundage	FR	B11	2024-05-29 11:56:05	100	4275.2850000	
Monthly Domestic Values	4	2019	Hydro Pumped Storage	GB	B10	2024-05-29 11:56:05	100	120.9090000	
Monthly Domestic Values	10	2019	Hydro Run-of-river and poundage	SI	B11	2024-05-29 11:56:05	100	221.7889500	
Monthly Domestic Values	10	2019	Other renewable	HU	B15	2024-05-29 11:56:05	100	10.5641275	
Monthly Domestic Values	2	2019	Waste	HU	B17	2024-05-29 11:56:05	100	8.7485175	
Monthly Domestic Values	5	2019	Fossil Brown coal/Lignite	PL	B02	2024-05-29 11:56:05	100	3340.2138100	
Monthly Domestic Values	1	2019	Wind Offshore	DK	B18	2024-05-29 11:56:05	100	443.1905600	
Monthly Domestic Values	9	2019	Fossil Gas	LT	B04	2024-05-29 11:56:05	100	40.3822200	
Monthly Domestic Values	1	2019	Geothermal	ES	B09	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	11	2019	Fossil Gas	ES	B04	2024-05-29 11:56:05	100	6030.0390000	
Monthly Domestic Values	4	2019	Waste	EE	B17	2024-05-29 11:56:05	100	10.9063000	
Monthly Domestic Values	7	2019	Fossil Hard coal	CZ	B05	2024-05-29 11:56:05	100	80.0580700	
Monthly Domestic Values	6	2019	Fossil Brown coal/Lignite	ME	B02	2024-05-29 11:56:05	100	110.2542000	
Monthly Domestic Values	12	2019	Fossil Brown coal/Lignite	ME	B02	2024-05-29 11:56:05	100	113.7989400	
Monthly Domestic Values	7	2019	Fossil Gas	BG	B04	2024-05-29 11:56:05	100	123.6520000	
Monthly Domestic Values	2	2019	Hydro Pumped Storage	IE	B10	2024-05-29 11:56:05	100	20.9838350	
Monthly Domestic Values	10	2019	Solar	AT	B16	2024-05-29 11:56:05	100	46.8480000	
Monthly Domestic Values	4	2019	Nuclear	RO	B14	2024-05-29 11:56:05	100	992.2345700	
Monthly Domestic Values	8	2019	Hydro Run-of-river and poundage	EE	B11	2024-05-29 11:56:05	100	2.5576000	
Monthly Domestic Values	4	2019	Wind Onshore	GB	B19	2024-05-29 11:56:05	100	2256.1233850	
Monthly Domestic Values	10	2019	Waste	ES	B17	2024-05-29 11:56:05	100	198.2730000	
Monthly Domestic Values	2	2019	Hydro Water Reservoir	RS	B12	2024-05-29 11:56:05	100	71.2800000	
Monthly Domestic Values	9	2019	Hydro Water Reservoir	AT	B12	2024-05-29 11:56:05	100	419.9514000	
Monthly Domestic Values	2	2019	Fossil Coal-derived gas	CZ	B03	2024-05-29 11:56:05	100	134.0709500	
Monthly Domestic Values	8	2019	Fossil Coal-derived gas	CZ	B03	2024-05-29 11:56:05	100	78.2708400	
Monthly Domestic Values	2	2019	Wind Onshore	BE	B19	2024-05-29 11:56:05	100	287.7550100	
Monthly Domestic Values	7	2019	Other renewable	EE	B15	2024-05-29 11:56:05	100	4.5338000	
Monthly Domestic Values	2	2019	Wind Onshore	CZ	B19	2024-05-29 11:56:05	100	63.1182800	
Monthly Domestic Values	7	2019	Waste	FR	B17	2024-05-29 11:56:05	100	146.3540000	
Monthly Domestic Values	8	2019	Fossil Hard coal	PL	B05	2024-05-29 11:56:05	100	6329.9103000	
Monthly Domestic Values	2	2019	Waste	SI	B17	2024-05-29 11:56:05	100	6.3967400	
Monthly Domestic Values	9	2019	Waste	DE	B17	2024-05-29 11:56:05	100	478.6344500	
Monthly Domestic Values	11	2019	Nuclear	DE	B14	2024-05-29 11:56:05	100	6460.0385500	
Monthly Domestic Values	8	2019	Nuclear	FR	B14	2024-05-29 11:56:05	100	27654.2730000	
Monthly Domestic Values	12	2019	Hydro Run-of-river and poundage	HU	B11	2024-05-29 11:56:05	100	12.8121975	
Monthly Domestic Values	7	2019	Nuclear	CH	B14	2024-05-29 11:56:05	100	2087.9200000	
Monthly Domestic Values	10	2019	Fossil Gas	IT	B04	2024-05-29 11:56:05	100	10348.5640000	
Monthly Domestic Values	10	2019	Fossil Gas	LV	B04	2024-05-29 11:56:05	100	245.1320000	
Monthly Domestic Values	8	2019	Solar	CZ	B16	2024-05-29 11:56:05	100	263.2194400	
Monthly Domestic Values	11	2019	Hydro Water Reservoir	BA	B12	2024-05-29 11:56:05	100	565.8027100	
Monthly Domestic Values	6	2019	Wind Onshore	ME	B19	2024-05-29 11:56:05	100	16.4607800	
Monthly Domestic Values	5	2019	Biomass	PT	B01	2024-05-29 11:56:05	100	211.1276000	
Monthly Domestic Values	7	2019	Fossil Hard coal	PT	B05	2024-05-29 11:56:05	100	760.0630000	
Monthly Domestic Values	7	2019	Wind Offshore	DK	B18	2024-05-29 11:56:05	100	388.3900100	
Monthly Domestic Values	5	2019	Fossil Gas	FI	B04	2024-05-29 11:56:05	100	240.7912800	
Monthly Domestic Values	10	2019	Hydro Pumped Storage	GB	B10	2024-05-29 11:56:05	100	174.9220000	
Monthly Domestic Values	4	2019	Hydro Run-of-river and poundage	SI	B11	2024-05-29 11:56:05	100	373.5263000	
Monthly Domestic Values	10	2019	Hydro Run-of-river and poundage	CH	B11	2024-05-29 11:56:05	100	182.0871000	
Monthly Domestic Values	11	2019	Hydro Run-of-river and poundage	AT	B11	2024-05-29 11:56:05	100	2001.0164000	
Monthly Domestic Values	2	2019	Wind Onshore	DK	B19	2024-05-29 11:56:05	100	923.5993100	
Monthly Domestic Values	8	2019	Wind Onshore	SK	B19	2024-05-29 11:56:05	100	0.0461000	
Monthly Domestic Values	9	2019	Biomass	FR	B01	2024-05-29 11:56:05	100	264.7360000	
Monthly Domestic Values	10	2019	Biomass	BG	B01	2024-05-29 11:56:05	100	18.5090000	
Monthly Domestic Values	5	2019	Fossil Hard coal	FR	B05	2024-05-29 11:56:05	100	4.2120000	
Monthly Domestic Values	6	2019	Geothermal	DE	B09	2024-05-29 11:56:05	100	11.6695775	
Monthly Domestic Values	1	2019	Hydro Pumped Storage	DE	B10	2024-05-29 11:56:05	100	851.3701575	
Monthly Domestic Values	2	2019	Nuclear	FI	B14	2024-05-29 11:56:05	100	1881.2920000	
Monthly Domestic Values	12	2019	Wind Onshore	NL	B19	2024-05-29 11:56:05	100	563.5562475	
Monthly Domestic Values	10	2019	Solar	GB	B16	2024-05-29 11:56:05	100	576.7435000	
Monthly Domestic Values	5	2019	Hydro Run-of-river and poundage	ES	B11	2024-05-29 11:56:05	100	848.5570000	
Monthly Domestic Values	11	2019	Wind Onshore	HR	B19	2024-05-29 11:56:05	100	172.3570900	
Monthly Domestic Values	2	2019	Hydro Run-of-river and poundage	FI	B11	2024-05-29 11:56:05	100	791.5723400	
Monthly Domestic Values	12	2019	Other	FI	B20	2024-05-29 11:56:05	100	64.1158800	
Monthly Domestic Values	1	2019	Hydro Run-of-river and poundage	HR	B11	2024-05-29 11:56:05	100	87.3695900	
Monthly Domestic Values	9	2019	Fossil Oil	HU	B06	2024-05-29 11:56:05	100	0.1073875	
Monthly Domestic Values	7	2019	Fossil Gas	EE	B04	2024-05-29 11:56:05	100	1.0488000	
Monthly Domestic Values	4	2019	Fossil Gas	PT	B04	2024-05-29 11:56:05	100	991.9834000	
Monthly Domestic Values	9	2019	Hydro Water Reservoir	SK	B12	2024-05-29 11:56:05	100	18.0914600	
Monthly Domestic Values	9	2019	Other	SE	B20	2024-05-29 11:56:05	100	416.0960000	
Monthly Domestic Values	5	2019	Other	RS	B20	2024-05-29 11:56:05	100	12.7240000	
Monthly Domestic Values	7	2019	Biomass	DE	B01	2024-05-29 11:56:05	100	3158.8270725	
Monthly Domestic Values	2	2019	Geothermal	HR	B09	2024-05-29 11:56:05	100	0.4900000	
Monthly Domestic Values	3	2019	Fossil Brown coal/Lignite	RO	B02	2024-05-29 11:56:05	100	1112.8745000	
Monthly Domestic Values	7	2019	Fossil Oil	AT	B06	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	3	2019	Nuclear	DE	B14	2024-05-29 11:56:05	100	6722.1886275	
Monthly Domestic Values	9	2019	Hydro Pumped Storage	PT	B10	2024-05-29 11:56:05	100	217.9984000	
Monthly Domestic Values	11	2019	Fossil Gas	HR	B04	2024-05-29 11:56:05	100	243.3387200	
Monthly Domestic Values	4	2019	Solar	LU	B16	2024-05-29 11:56:05	100	13.6115675	
Monthly Domestic Values	11	2019	Wind Offshore	ES	B18	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	2	2019	Fossil Oil shale	ES	B07	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	4	2019	Hydro Run-of-river and poundage	DE	B11	2024-05-29 11:56:05	100	1238.9061450	
Monthly Domestic Values	1	2019	Biomass	PL	B01	2024-05-29 11:56:05	100	187.2769600	
Monthly Domestic Values	8	2019	Fossil Brown coal/Lignite	GR	B02	2024-05-29 11:56:05	100	845.3390000	
Monthly Domestic Values	1	2019	Hydro Pumped Storage	IT	B10	2024-05-29 11:56:05	100	209.1470000	
Monthly Domestic Values	6	2019	Fossil Oil	IT	B06	2024-05-29 11:56:05	100	85.6440000	
Monthly Domestic Values	7	2019	Hydro Water Reservoir	DE	B12	2024-05-29 11:56:05	100	176.0791825	
Monthly Domestic Values	12	2019	Wind Onshore	ME	B19	2024-05-29 11:56:05	100	38.1726800	
Monthly Domestic Values	6	2019	Hydro Run-of-river and poundage	RO	B11	2024-05-29 11:56:05	100	1414.4593600	
Monthly Domestic Values	11	2019	Other renewable	ME	B15	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	8	2019	Solar	EE	B16	2024-05-29 11:56:05	100	0.5208000	
Monthly Domestic Values	6	2019	Hydro Water Reservoir	RO	B12	2024-05-29 11:56:05	100	963.2705600	
Monthly Domestic Values	6	2019	Hydro Water Reservoir	IT	B12	2024-05-29 11:56:05	100	1029.7190000	
Monthly Domestic Values	3	2019	Fossil Peat	ES	B08	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	10	2019	Fossil Coal-derived gas	EE	B03	2024-05-29 11:56:05	100	35.6706000	
Monthly Domestic Values	12	2019	Hydro Water Reservoir	ES	B12	2024-05-29 11:56:05	100	3767.8320000	
Monthly Domestic Values	10	2019	Fossil Oil	DK	B06	2024-05-29 11:56:05	100	18.0195400	
Monthly Domestic Values	5	2019	Fossil Brown coal/Lignite	MK	B02	2024-05-29 11:56:05	100	250.0869100	
Monthly Domestic Values	10	2019	Fossil Hard coal	BG	B05	2024-05-29 11:56:05	100	43.1550000	
Monthly Domestic Values	6	2019	Fossil Gas	FR	B04	2024-05-29 11:56:05	100	1695.6450000	
Monthly Domestic Values	8	2019	Fossil Peat	IE	B08	2024-05-29 11:56:05	100	114.8015750	
Monthly Domestic Values	12	2019	Fossil Gas	NL	B04	2024-05-29 11:56:05	100	3453.5285100	
Monthly Domestic Values	11	2019	Solar	DK	B16	2024-05-29 11:56:05	100	14.1307800	
Monthly Domestic Values	3	2019	Fossil Gas	LU	B04	2024-05-29 11:56:05	100	26.8209050	
Monthly Domestic Values	7	2019	Solar	IT	B16	2024-05-29 11:56:05	100	2330.4060000	
Monthly Domestic Values	11	2019	Hydro Run-of-river and poundage	LV	B11	2024-05-29 11:56:05	100	263.4750000	
Monthly Domestic Values	3	2019	Wind Onshore	SI	B19	2024-05-29 11:56:05	100	0.5931500	
Monthly Domestic Values	6	2019	Wind Onshore	MK	B19	2024-05-29 11:56:05	100	7.8893900	
Monthly Domestic Values	4	2019	Fossil Hard coal	AT	B05	2024-05-29 11:56:05	100	97.3978000	
Monthly Domestic Values	10	2019	Fossil Hard coal	AT	B05	2024-05-29 11:56:05	100	133.6380000	
Monthly Domestic Values	3	2019	Waste	BE	B17	2024-05-29 11:56:05	100	176.0445300	
Monthly Domestic Values	1	2019	Fossil Oil	IE	B06	2024-05-29 11:56:05	100	26.5892050	
Monthly Domestic Values	7	2019	Fossil Oil	IE	B06	2024-05-29 11:56:05	100	266.6707050	
Monthly Domestic Values	1	2019	Fossil Gas	BG	B04	2024-05-29 11:56:05	100	270.2380000	
Monthly Domestic Values	4	2019	Wind Onshore	DE	B19	2024-05-29 11:56:05	100	7298.2829375	
Monthly Domestic Values	9	2019	Wind Onshore	CY	B19	2024-05-29 11:56:05	100	15.0195900	
Monthly Domestic Values	8	2019	Other	NL	B20	2024-05-29 11:56:05	100	2884.2090825	
Monthly Domestic Values	5	2019	Other	ES	B20	2024-05-29 11:56:05	100	42.0400000	
Monthly Domestic Values	8	2019	Hydro Run-of-river and poundage	MK	B11	2024-05-29 11:56:05	100	0.0000000	
Monthly Domestic Values	11	2019	Other renewable	DE	B15	2024-05-29 11:56:05	100	122.4500475	
Monthly Domestic Values	7	2019	Hydro Run-of-river and poundage	CZ	B11	2024-05-29 11:56:05	100	48.7303000	
Monthly Domestic Values	2	2019	Fossil Coal-derived gas	IT	B03	2024-05-29 11:56:05	100	478.4230000	
Monthly Domestic Values	1	2019	Fossil Gas	SK	B04	2024-05-29 11:56:05	100	205.7970000	
Monthly Domestic Values	6	2019	Hydro Water Reservoir	PT	B12	2024-05-29 11:56:05	100	53.3532000	
Monthly Domestic Values	7	2019	Solar	HR	B16	2024-05-29 11:56:05	100	8.6190000	
Monthly Domestic Values	10	2019	Fossil Gas	DE	B04	2024-05-29 11:56:05	100	5822.3203500	
Monthly Domestic Values	12	2019	Solar	LU	B16	2024-05-29 11:56:05	100	2.3480550	
Monthly Domestic Values	2	2019	Hydro Water Reservoir	SE	B12	2024-05-29 11:56:05	100	5560.7800000	
Monthly Domestic Values	9	2019	Biomass	LU	B01	2024-05-29 11:56:05	100	18.7091100	
Monthly Domestic Values	10	2019	Fossil Hard coal	HR	B05	2024-05-29 11:56:05	100	142.0602800	
Monthly Domestic Values	4	2019	Fossil Hard coal	HR	B05	2024-05-29 11:56:05	100	118.3214900	
Monthly Domestic Values	4	2019	Fossil Gas	SI	B04	2024-05-29 11:56:05	100	27.3265700	
Monthly Domestic Values	10	2019	Fossil Gas	SI	B04	2024-05-29 11:56:05	100	28.7513300	
Monthly Domestic Values	6	2019	Nuclear	SI	B14	2024-05-29 11:56:05	100	483.2942400	
Monthly Domestic Values	12	2019	Solar	GR	B16	2024-05-29 11:56:05	100	151.9580000	
Monthly Domestic Values	3	2019	Fossil Hard coal	ES	B05	2024-05-29 11:56:05	100	858.9940000	
Monthly Domestic Values	1	2019	Other renewable	EE	B15	2024-05-29 11:56:05	100	4.9630000	
Monthly Domestic Values	6	2019	Wind Onshore	FR	B19	2024-05-29 11:56:05	100	1879.3410000	
Monthly Domestic Values	12	2019	Nuclear	SI	B14	2024-05-29 11:56:05	100	513.0044900	
Monthly Domestic Values	6	2019	Solar	PT	B16	2024-05-29 11:56:05	100	111.9304000	
Monthly Domestic Values	6	2019	Hydro Water Reservoir	NO	B12	2024-05-29 11:56:05	100	7228.1070300	
Monthly Domestic Values	6	2019	Solar	GR	B16	2024-05-29 11:56:05	100	392.0870000	
Monthly Domestic Values	2	2019	Hydro Water Reservoir	PL	B12	2024-05-29 11:56:05	100	9.3627600	
Monthly Domestic Values	8	2019	Hydro Water Reservoir	PL	B12	2024-05-29 11:56:05	100	7.1186500	
Monthly Domestic Values	6	2019	Nuclear	BE	B14	2024-05-29 11:56:05	100	2921.9007400	
Monthly Domestic Values	12	2019	Fossil Oil	IT	B06	2024-05-29 11:56:05	100	105.1690000	
Monthly Domestic Values	1	2019	Fossil Gas	LT	B04	2024-05-29 11:56:05	100	29.6663100	
Monthly Domestic Values	3	2019	Fossil Gas	GR	B04	2024-05-29 11:56:05	100	975.8050000	
Monthly Domestic Values	9	2019	Hydro Pumped Storage	HR	B10	2024-05-29 11:56:05	100	14.0932800	
Monthly Domestic Values	9	2019	Nuclear	SK	B14	2024-05-29 11:56:05	100	1245.5608000	
