MeasureItem	MeasureItemCategoryID	MeasureItemID	Category	Country	Year	Representativity	ProvidedValue	CreationDate	ProvidedValueCode
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	LV	2022	100	1588.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B16	Solar	LV	2022	100	14.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B19	Wind Onshore	LV	2022	100	87.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B02	Fossil Brown coal/Lignite	ME	2022	100	210.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	ME	2022	100	307.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B12	Hydro Water Reservoir	ME	2022	100	342.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B19	Wind Onshore	ME	2022	100	118.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B01	Biomass	MK	2022	100	7.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B02	Fossil Brown coal/Lignite	MK	2022	100	824.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B04	Fossil Gas	MK	2022	100	251.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B12	Hydro Water Reservoir	MK	2022	100	644.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B16	Solar	MK	2022	100	22.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B19	Wind Onshore	MK	2022	100	37.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B01	Biomass	NL	2022	100	572.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B02	Fossil Brown coal/Lignite	NL	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B03	Fossil Coal-derived gas	NL	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B04	Fossil Gas	NL	2022	100	18530.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B05	Fossil Hard coal	NL	2022	100	4006.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B06	Fossil Oil	NL	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B07	Fossil Oil shale	NL	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B08	Fossil Peat	NL	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B09	Geothermal	NL	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B10	Hydro Pumped Storage	NL	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	NL	2022	100	38.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B12	Hydro Water Reservoir	NL	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B13	Marine	NL	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B14	Nuclear	NL	2022	100	486.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B20	Other	NL	2022	100	1.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B15	Other renewable	NL	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B16	Solar	NL	2022	100	14911.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B17	Waste	NL	2022	100	763.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B18	Wind Offshore	NL	2022	100	2460.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B19	Wind Onshore	NL	2022	100	5310.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B04	Fossil Gas	NO	2022	100	638.94	27-06-2023 00:00:00	
Net Generating Capacity	6	B10	Hydro Pumped Storage	NO	2022	100	1064.70	27-06-2023 00:00:00	
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	NO	2022	100	6676.70	27-06-2023 00:00:00	
Net Generating Capacity	6	B12	Hydro Water Reservoir	NO	2022	100	26683.46	27-06-2023 00:00:00	
Net Generating Capacity	6	B20	Other	NO	2022	100	31.24	27-06-2023 00:00:00	
Net Generating Capacity	6	B15	Other renewable	NO	2022	100	99.50	27-06-2023 00:00:00	
Net Generating Capacity	6	B17	Waste	NO	2022	100	89.82	27-06-2023 00:00:00	
Net Generating Capacity	6	B19	Wind Onshore	NO	2022	100	5105.20	27-06-2023 00:00:00	
Net Generating Capacity	6	B01	Biomass	PL	2022	100	646.69	27-06-2023 00:00:00	
Net Generating Capacity	6	B02	Fossil Brown coal/Lignite	PL	2022	100	7559.73	27-06-2023 00:00:00	
Net Generating Capacity	6	B03	Fossil Coal-derived gas	PL	2022	100	284.19	27-06-2023 00:00:00	
Net Generating Capacity	6	B04	Fossil Gas	PL	2022	100	3807.40	27-06-2023 00:00:00	
Net Generating Capacity	6	B05	Fossil Hard coal	PL	2022	100	19073.12	27-06-2023 00:00:00	
Net Generating Capacity	6	B06	Fossil Oil	PL	2022	100	392.54	27-06-2023 00:00:00	
Net Generating Capacity	6	B10	Hydro Pumped Storage	PL	2022	100	1591.21	27-06-2023 00:00:00	
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	PL	2022	100	320.84	27-06-2023 00:00:00	
Net Generating Capacity	6	B12	Hydro Water Reservoir	PL	2022	100	464.43	27-06-2023 00:00:00	
Net Generating Capacity	6	B20	Other	PL	2022	100	1524.25	27-06-2023 00:00:00	
Net Generating Capacity	6	B16	Solar	PL	2022	100	6664.08	27-06-2023 00:00:00	
Net Generating Capacity	6	B19	Wind Onshore	PL	2022	100	7950.21	27-06-2023 00:00:00	
Net Generating Capacity	6	B01	Biomass	PT	2022	100	681.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B02	Fossil Brown coal/Lignite	PT	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B03	Fossil Coal-derived gas	PT	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B04	Fossil Gas	PT	2022	100	4519.50	27-06-2023 00:00:00	
Net Generating Capacity	6	B05	Fossil Hard coal	PT	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B06	Fossil Oil	PT	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B07	Fossil Oil shale	PT	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B08	Fossil Peat	PT	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B09	Geothermal	PT	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B10	Hydro Pumped Storage	PT	2022	100	2827.40	27-06-2023 00:00:00	
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	PT	2022	100	2856.40	27-06-2023 00:00:00	
Net Generating Capacity	6	B12	Hydro Water Reservoir	PT	2022	100	1515.30	27-06-2023 00:00:00	
Net Generating Capacity	6	B13	Marine	PT	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B14	Nuclear	PT	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B20	Other	PT	2022	100	28.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B15	Other renewable	PT	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B16	Solar	PT	2022	100	1031.90	27-06-2023 00:00:00	
Net Generating Capacity	6	B17	Waste	PT	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B18	Wind Offshore	PT	2022	100	25.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B19	Wind Onshore	PT	2022	100	5328.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B01	Biomass	RO	2022	100	116.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B02	Fossil Brown coal/Lignite	RO	2022	100	2497.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B04	Fossil Gas	RO	2022	100	2218.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B05	Fossil Hard coal	RO	2022	100	176.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	RO	2022	100	2780.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B12	Hydro Water Reservoir	RO	2022	100	3357.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B14	Nuclear	RO	2022	100	1300.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B16	Solar	RO	2022	100	1160.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B19	Wind Onshore	RO	2022	100	2957.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B01	Biomass	RS	2022	100	2.38	27-06-2023 00:00:00	
Net Generating Capacity	6	B02	Fossil Brown coal/Lignite	RS	2022	100	5660.50	27-06-2023 00:00:00	
Net Generating Capacity	6	B04	Fossil Gas	RS	2022	100	485.71	27-06-2023 00:00:00	
Net Generating Capacity	6	B10	Hydro Pumped Storage	RS	2022	100	642.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	RS	2022	100	2051.20	27-06-2023 00:00:00	
Net Generating Capacity	6	B12	Hydro Water Reservoir	RS	2022	100	473.47	27-06-2023 00:00:00	
Net Generating Capacity	6	B20	Other	RS	2022	100	34.64	27-06-2023 00:00:00	
Net Generating Capacity	6	B16	Solar	RS	2022	100	2.90	27-06-2023 00:00:00	
Net Generating Capacity	6	B19	Wind Onshore	RS	2022	100	533.32	27-06-2023 00:00:00	
Net Generating Capacity	6	B12	Hydro Water Reservoir	SE	2022	100	16300.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B14	Nuclear	SE	2022	100	6900.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B20	Other	SE	2022	100	8400.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B19	Wind Onshore	SE	2022	100	12100.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B01	Biomass	SI	2022	100	15.80	27-06-2023 00:00:00	
Net Generating Capacity	6	B02	Fossil Brown coal/Lignite	SI	2022	100	981.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B03	Fossil Coal-derived gas	SI	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B04	Fossil Gas	SI	2022	100	548.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B05	Fossil Hard coal	SI	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B06	Fossil Oil	SI	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B07	Fossil Oil shale	SI	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B08	Fossil Peat	SI	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B09	Geothermal	SI	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B10	Hydro Pumped Storage	SI	2022	100	180.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	SI	2022	100	1125.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B12	Hydro Water Reservoir	SI	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B13	Marine	SI	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B14	Nuclear	SI	2022	100	696.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B20	Other	SI	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B15	Other renewable	SI	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B16	Solar	SI	2022	100	459.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B17	Waste	SI	2022	100	4.40	27-06-2023 00:00:00	
Net Generating Capacity	6	B18	Wind Offshore	SI	2022	100	0.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B19	Wind Onshore	SI	2022	100	3.30	27-06-2023 00:00:00	
Net Generating Capacity	6	B01	Biomass	UA	2022	100	199.48	27-06-2023 00:00:00	
Net Generating Capacity	6	B04	Fossil Gas	UA	2022	100	9359.51	27-06-2023 00:00:00	
Net Generating Capacity	6	B05	Fossil Hard coal	UA	2022	100	18587.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B10	Hydro Pumped Storage	UA	2022	100	1487.80	27-06-2023 00:00:00	
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	UA	2022	100	192.05	27-06-2023 00:00:00	
Net Generating Capacity	6	B12	Hydro Water Reservoir	UA	2022	100	4636.70	27-06-2023 00:00:00	
Net Generating Capacity	6	B14	Nuclear	UA	2022	100	13835.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B16	Solar	UA	2022	100	5362.56	27-06-2023 00:00:00	
Net Generating Capacity	6	B19	Wind Onshore	UA	2022	100	1111.15	27-06-2023 00:00:00	
Net Generating Capacity	6	B02	Fossil Brown coal/Lignite	XK	2022	100	1288.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B11	Hydro Run-of-river and poundage	XK	2022	100	33.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B12	Hydro Water Reservoir	XK	2022	100	35.00	27-06-2023 00:00:00	
Net Generating Capacity	6	B19	Wind Onshore	XK	2022	100	136.00	27-06-2023 00:00:00	
