MeasureItem;Year;Month;Value;ProvidedValue;AVG_Value;FromAreaCode;ToAreaCode;MeasureTime;Direction;Flag;FromAreaMemberType;ToAreaMemberType
Physical Energy & Power Flows;2021;12;213;213;213;BA;ME;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;19;19;19;BA;ME;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;176;176;176;BA;ME;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;216;216;216;BA;ME;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;87;87;87;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;8;8;8;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;135;135;135;BA;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;179;179;179;BA;RS;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;80;80;80;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;6;6;6;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;333;333;333;BA;RS;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;167;167;167;BA;RS;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;14;14;14;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;57;57;57;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;376;376;376;BA;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;184;184;184;BA;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;11;11;11;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;82;82;82;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;112;112;112;BA;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;19;19;19;BA;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;31;31;31;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;75;75;75;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;112;112;112;BA;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;144;144;144;BA;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;37;37;37;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;30;30;30;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;257;257;257;BA;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;145;145;145;BA;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;28;28;28;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;44;44;44;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;67;67;67;BA;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;10;10;10;BA;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;8;54;54;54;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;32;32;32;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;8;89;89;89;BA;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;8;94;94;94;BA;RS;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;4;4;4;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;131;131;131;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;295;295;295;BA;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;287;287;287;BA;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;20;20;20;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;71;71;71;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;68;68;68;BA;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;92;92;92;BA;RS;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;73;73;73;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;13;13;13;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;65;65;65;BA;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;161;161;161;BA;RS;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;83;83;83;BA;RS;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;23;23;23;BA;RS;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;2;2;2;BA;RS;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;122;122;122;BA;RS;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;88;88;88;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;408;408;408;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;1002;1002;1002;BE;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;1002;1002;1002;BE;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;237;237;237;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;147;147;147;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;355;355;355;BE;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;975;975;975;BE;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;229;229;229;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;164;164;164;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;986;986;986;BE;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;949;949;949;BE;DE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;129;129;129;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;261;261;261;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;349;349;349;BE;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;97;97;97;BE;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;114;114;114;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;128;128;128;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;0;0;0;BE;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;0;0;0;BE;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;185;185;185;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;116;116;116;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;413;413;413;BE;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;826;826;826;BE;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;238;238;238;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;94;94;94;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;16;16;16;BE;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;859;859;859;BE;DE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;129;129;129;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;67;67;67;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;8;900;900;900;BE;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;665;665;665;BE;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;49;49;49;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;280;280;280;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;735;735;735;BE;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;345;345;345;BE;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;120;120;120;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;226;226;226;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;73;73;73;BE;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;394;394;394;BE;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;152;152;152;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;297;297;297;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;166;166;166;BE;DE;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;842;842;842;BE;DE;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;116;116;116;BE;DE;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;384;384;384;BE;DE;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;822;822;822;BE;DE;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;997;997;997;BE;DE;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;1022;1022;1022;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;162;162;162;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;1449;1449;1449;BE;FR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;1441;1441;1441;BE;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;664;664;664;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;291;291;291;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;1019;1019;1019;BE;FR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;1275;1275;1275;BE;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;987;987;987;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;85;85;85;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;765;765;765;BE;FR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;323;323;323;BE;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;982;982;982;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;104;104;104;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;1419;1419;1419;BE;FR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;952;952;952;BE;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;228;228;228;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;757;757;757;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;1144;1144;1144;BE;FR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;787;787;787;BE;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;151;151;151;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;863;863;863;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;1007;1007;1007;BE;FR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;2487;2487;2487;BE;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;214;214;214;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;608;608;608;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;1447;1447;1447;BE;FR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;1752;1752;1752;BE;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;124;124;124;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;636;636;636;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;8;2119;2119;2119;BE;FR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;8;175;175;175;BE;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;182;182;182;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;579;579;579;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;1514;1514;1514;BE;FR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;1043;1043;1043;BE;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;416;416;416;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;169;169;169;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;353;353;353;BE;FR;Value on 3rd Wed. at 03;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;395;395;395;BE;FR;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;820;820;820;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;69;69;69;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;420;420;420;BE;FR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;2034;2034;2034;BE;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;1186;1186;1186;BE;FR;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;49;49;49;BE;FR;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;1092;1092;1092;BE;FR;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;2166;2166;2166;BE;FR;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;640;640;640;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;8;8;8;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;772;772;772;BE;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;911;911;911;BE;GB;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;541;541;541;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;6;6;6;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;724;724;724;BE;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;1022;1022;1022;BE;GB;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;634;634;634;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;12;12;12;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;722;722;722;BE;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;1023;1023;1023;BE;GB;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;658;658;658;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;5;5;5;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;971;971;971;BE;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;1023;1023;1023;BE;GB;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;668;668;668;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;0;0;0;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;5;973;973;973;BE;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;1023;1023;1023;BE;GB;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;602;602;602;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;1;1;1;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;6;696;696;696;BE;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;1023;1023;1023;BE;GB;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;683;683;683;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;1;1;1;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;974;974;974;BE;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;1024;1024;1024;BE;GB;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;647;647;647;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;721;721;721;BE;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;867;867;867;BE;GB;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;551;551;551;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;3;3;3;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;971;971;971;BE;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;1023;1023;1023;BE;GB;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;590;590;590;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;14;14;14;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;321;321;321;BE;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;1024;1024;1024;BE;GB;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;387;387;387;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;60;60;60;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;404;404;404;BE;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;292;292;292;BE;GB;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;555;555;555;BE;GB;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;29;29;29;BE;GB;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;989;989;989;BE;GB;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;161;161;161;BE;GB;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;54;54;54;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;7;7;7;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;198;198;198;BE;LU;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;69;69;69;BE;LU;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;47;47;47;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;9;9;9;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;78;78;78;BE;LU;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;167;167;167;BE;LU;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;67;67;67;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;7;7;7;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;65;65;65;BE;LU;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;80;80;80;BE;LU;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;89;89;89;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;0;0;0;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;197;197;197;BE;LU;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;163;163;163;BE;LU;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;108;108;108;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;189;189;189;BE;LU;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;5;75;75;75;BE;LU;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;101;101;101;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;229;229;229;BE;LU;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;6;51;51;51;BE;LU;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;88;88;88;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;0;0;0;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;7;207;207;207;BE;LU;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;7;47;47;47;BE;LU;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;84;84;84;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;0;0;0;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;8;209;209;209;BE;LU;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;8;101;101;101;BE;LU;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;87;87;87;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;3;3;3;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;9;226;226;226;BE;LU;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;9;237;237;237;BE;LU;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;54;54;54;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;7;7;7;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;10;213;213;213;BE;LU;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;10;56;56;56;BE;LU;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;55;55;55;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;11;11;11;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;11;126;126;126;BE;LU;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;11;243;243;243;BE;LU;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;57;57;57;BE;LU;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;10;10;10;BE;LU;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;12;114;114;114;BE;LU;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;12;27;27;27;BE;LU;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;112;112;112;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;1072;1072;1072;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;1;201;201;201;BE;NL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;1;694;694;694;BE;NL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;297;297;297;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;437;437;437;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;2;679;679;679;BE;NL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;2;1098;1098;1098;BE;NL;Value on 3rd Wed. at 11;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;190;190;190;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;389;389;389;BE;NL;Monthly Value;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;3;712;712;712;BE;NL;Value on 3rd Wed. at 03;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;3;4;4;4;BE;NL;Value on 3rd Wed. at 11;Import;Harmonized;M;M
Physical Energy & Power Flows;2021;4;90;90;90;BE;NL;Monthly Value;Export;Harmonized;M;M
Physical Energy & Power Flows;2021;4;503;503;503;BE;NL;Monthly Value;Import;Harmonized;M;M
